training_step,reward
154.26308539944904,19.325068870523417
469.2105263157895,44.93421052631579
799.6257575757576,56.766666666666666
1111.1472031403337,61.45534838076546
1413.6038961038962,90.53391053391053
1719.62343470483,98.76207513416816
2021.751273344652,112.30390492359932
2343.753071253071,135.94226044226045
2645.260485651214,158.0916114790287
2973.265212399541,164.68427095292768
3287.410924369748,143.94285714285715
3588.454133635334,168.78369195922988
3917.430566967954,167.00821692686935
4216.582853025937,183.03314121037465
4518.800952380952,187.84285714285716
4847.711930164888,222.59165858389912
5143.2837465564735,238.7704315886134
5471.712301587301,225.0218253968254
5787.97593840231,220.64581328200194
6085.799554565701,245.26057906458797
6408.0123456790125,276.3292181069959
6716.483417085427,286.7386934673367
7019.897916666667,275.26666666666665
7347.613088404133,289.361653272101
7662.10593220339,291.52330508474574
7954.350230414747,312.66013824884794
8286.370053475935,305.05561497326204
8590.96,307.80102564102566
8908.298787210584,328.6085997794928
9229.414166666667,324.505
9519.856710393542,338.3037336024218
9850.549549549549,322.8368368368368
