training_step,reward
0.0,
18.323529411764707,
24.294117647058822,
39.911764705882355,14.169117647058822
71.8529411764706,15.779411764705882
76.26470588235294,15.72794117647059
80.29411764705883,16.00735294117647
82.8529411764706,16.294117647058822
88.94117647058823,15.727941176470587
101.76470588235294,16.227941176470587
110.76470588235294,15.889705882352942
130.5,16.21323529411765
142.05882352941177,16.801470588235293
144.35294117647058,16.610294117647058
147.7058823529412,16.89705882352941
151.91176470588235,16.89705882352941
163.26470588235293,17.198529411764703
180.7058823529412,17.727941176470583
195.38235294117646,19.897058823529406
210.14705882352942,21.91911764705882
217.76470588235293,23.522058823529406
221.1764705882353,23.507352941176464
237.6764705882353,23.154411764705877
248.6764705882353,22.73529411764705
264.97058823529414,25.624999999999993
276.8235294117647,29.536764705882344
297.1470588235294,32.882352941176464
318.94117647058823,35.97794117647058
331.5882352941176,36.573529411764696
338.05882352941177,37.40441176470587
357.3235294117647,36.88970588235293
361.7647058823529,38.022058823529406
381.05882352941177,39.014705882352935
392.6470588235294,39.955882352941174
398.02941176470586,40.85294117647059
402.5882352941176,40.397058823529406
411.5,39.81617647058823
427.3529411764706,41.014705882352935
443.6764705882353,44.09558823529411
450.20588235294116,47.41176470588234
455.05882352941177,50.20588235294116
462.7647058823529,51.676470588235276
482.94117647058823,52.66176470588234
496.61764705882354,57.56617647058822
510.1470588235294,61.029411764705856
518.0,64.12499999999999
542.8529411764706,65.63235294117645
556.3823529411765,66.1691176470588
569.0588235294117,69.99999999999997
576.3823529411765,74.41176470588232
590.0882352941177,79.8676470588235
599.4411764705883,81.98529411764702
604.3823529411765,81.43382352941171
636.5882352941177,84.02205882352936
647.1470588235294,86.47794117647055
652.8823529411765,92.66176470588232
666.2058823529412,99.11029411764703
676.5,103.93382352941174
682.6470588235294,108.24264705882351
695.5882352941177,110.33823529411764
701.1470588235294,113.13235294117645
711.0588235294117,113.63235294117644
718.2941176470588,115.5367647058823
725.5294117647059,115.53676470588229
732.5294117647059,116.05147058823522
748.7647058823529,114.4044117647058
768.4705882352941,110.36764705882344
795.0882352941177,108.58823529411754
814.6176470588235,106.80147058823518
827.7647058823529,108.09558823529399
842.0588235294117,112.10294117647045
851.0882352941177,115.1102941176469
868.5882352941177,122.33823529411748
882.2058823529412,128.96323529411748
906.9411764705883,135.24999999999983
933.3529411764706,137.74264705882337
940.3823529411765,136.61764705882337
946.8823529411765,135.39705882352925
956.6176470588235,135.34558823529395
970.5588235294117,139.6764705882351
979.3235294117648,143.06617647058806
983.7352941176471,145.63970588235276
991.2647058823529,146.94117647058806
1004.9117647058823,144.72794117647044
1024.1470588235295,140.9044117647057
1033.4117647058824,138.78676470588218
1041.3529411764705,136.44852941176453
1061.3235294117646,136.76470588235276
1074.4117647058824,135.52205882352922
1088.5588235294117,134.86029411764687
1104.3823529411766,135.47058823529395
1114.6176470588234,135.32352941176453
1134.9411764705883,136.3749999999998
1148.764705882353,136.19852941176453
1156.4705882352941,136.2573529411763
1166.3529411764705,137.9264705882351
1178.3823529411766,142.11029411764684
1192.1176470588234,147.27205882352922
1201.264705882353,153.34558823529395
1210.9117647058824,158.74999999999983
1223.0,159.5294117647057
1233.5294117647059,160.0294117647057
1246.6176470588234,156.19852941176453
1254.8235294117646,151.66911764705864
1262.6176470588234,151.58823529411748
1274.0882352941176,150.42647058823513
1284.9117647058824,148.76470588235279
1290.9411764705883,147.18382352941163
1298.6764705882354,143.8161764705881
1306.2941176470588,141.95588235294105
1311.4705882352941,141.10294117647047
1317.4411764705883,140.94117647058812
1323.7058823529412,141.75735294117635
1329.7058823529412,141.0220588235293
1340.6470588235295,141.7647058823528
1349.1176470588234,140.7647058823528
1361.764705882353,140.02205882352928
1374.1470588235295,139.4632352941175
1382.264705882353,140.24264705882337
1392.7058823529412,143.27941176470574
1406.8529411764705,148.05147058823516
1417.1764705882354,153.64705882352928
1428.8235294117646,158.44117647058812
1443.5,163.61764705882342
1449.764705882353,166.03676470588226
1453.2941176470588,168.3823529411764
1457.9117647058824,170.41911764705875
1461.7941176470588,170.96323529411757
1466.5882352941176,176.36029411764696
1472.2058823529412,181.53676470588223
1478.735294117647,185.80882352941165
1486.264705882353,191.17647058823516
1494.6470588235295,192.32352941176458
1503.2058823529412,188.16176470588223
1511.3529411764705,183.43382352941163
1520.1470588235295,176.22058823529397
1527.2941176470588,167.45588235294102
1535.9411764705883,163.82352941176455
1542.5882352941176,161.80882352941163
1548.735294117647,159.79411764705867
1558.735294117647,159.2132352941175
1567.1176470588234,155.65441176470574
1577.2941176470588,156.4632352941175
1587.8823529411766,160.220588235294
1597.5882352941176,160.81617647058812
1606.9705882352941,166.78676470588223
1616.4117647058824,167.61029411764693
1624.0294117647059,165.35294117647044
1630.0,168.07352941176455
1637.2941176470588,169.50735294117632
1644.3823529411766,170.5367647058822
1651.6470588235295,169.7132352941175
1658.3529411764705,168.3676470588234
1667.7941176470588,165.2647058823528
1674.7941176470588,161.87499999999986
1681.2941176470588,159.8161764705881
1687.3235294117646,157.91911764705867
1695.5882352941176,158.19117647058806
1704.2941176470588,159.27941176470574
1712.4117647058824,163.92647058823516
1719.7058823529412,167.5147058823528
1729.0588235294117,170.61029411764696
1737.4117647058824,173.56617647058812
1745.764705882353,175.55147058823516
1751.0,177.8676470588234
1756.4117647058824,179.6397058823528
1761.6764705882354,181.80147058823516
1768.4705882352941,180.32352941176458
1776.0294117647059,178.9191176470587
1783.6764705882354,177.11764705882342
1791.6764705882354,175.26470588235284
1797.0294117647059,174.1249999999999
1803.4411764705883,171.8529411764705
1808.4117647058824,169.24264705882342
1815.0588235294117,166.8014705882352
1822.7058823529412,166.83088235294105
1830.8529411764705,166.25735294117635
1836.7058823529412,169.9999999999999
1846.264705882353,174.3014705882352
1855.9705882352941,180.71323529411757
1864.9705882352941,187.89705882352933
1873.0294117647059,187.88970588235284
1881.264705882353,186.94117647058812
1890.8235294117646,182.3749999999999
1900.1176470588234,178.40441176470577
1909.3823529411766,178.57352941176458
1923.6176470588234,184.095588235294
1930.8823529411766,190.3014705882352
1939.3529411764705,194.41176470588226
1959.9705882352941,199.6029411764705
1970.1470588235295,200.51470588235284
1987.4705882352941,201.01470588235284
1995.1470588235295,204.93382352941165
2003.3529411764705,206.11029411764696
2014.4117647058824,208.69117647058815
2021.7058823529412,212.08823529411757
2034.7941176470588,212.09558823529406
2044.5588235294117,212.2573529411764
2054.705882352941,211.0588235294117
2065.0882352941176,212.34558823529406
2072.6470588235293,215.75735294117644
2080.3529411764707,219.85294117647052
2085.5588235294117,222.47794117647052
2092.4117647058824,220.34558823529403
2098.4411764705883,218.0808823529411
2106.6176470588234,210.9779411764705
2111.676470588235,202.13235294117638
2118.323529411765,198.0735294117646
2127.0588235294117,193.8529411764705
2132.6176470588234,195.69852941176464
2143.529411764706,197.44117647058818
2151.1176470588234,198.7867647058823
2157.529411764706,200.24264705882345
2169.294117647059,203.03676470588226
2176.0,208.66911764705873
2186.9411764705883,212.86029411764693
2193.9117647058824,219.23529411764693
2199.3529411764707,223.63235294117632
2206.9117647058824,223.29411764705867
2214.529411764706,221.39705882352925
2220.4411764705883,217.6029411764704
2228.8823529411766,212.98529411764684
2233.9117647058824,212.13235294117626
2239.8823529411766,213.08823529411745
2245.029411764706,213.6323529411763
2252.294117647059,214.10294117647038
2259.6176470588234,210.63970588235276
2267.264705882353,206.4044117647057
2272.264705882353,200.4044117647057
2281.0,195.3823529411763
2288.235294117647,194.57352941176453
2298.470588235294,193.36029411764684
2306.5882352941176,193.5735294117645
2312.3823529411766,191.8014705882351
2323.1176470588234,191.22058823529395
2328.705882352941,191.40441176470574
2339.5588235294117,192.6397058823528
2349.9117647058824,195.6397058823528
2359.3529411764707,196.5441176470587
2369.0,195.36029411764696
2379.0,195.1397058823528
2387.470588235294,194.0367647058822
2398.0882352941176,192.11764705882337
2411.0882352941176,196.66911764705867
2419.676470588235,198.6838235294116
2432.3529411764707,200.3602941176469
2443.823529411765,204.3161764705881
2449.264705882353,202.92647058823516
2458.1470588235293,202.52941176470574
2464.794117647059,203.42647058823516
2474.0588235294117,202.8676470588234
2481.9411764705883,202.47058823529397
2490.9411764705883,203.5882352941175
2497.9411764705883,209.48529411764693
2504.8529411764707,215.9926470588234
2516.205882352941,223.82352941176455
2525.970588235294,230.57352941176458
2535.6176470588234,228.40441176470574
2545.3823529411766,224.9191176470587
2557.735294117647,221.95588235294105
2568.794117647059,221.8749999999999
2582.970588235294,225.79411764705873
2593.9411764705883,234.69117647058812
2606.6176470588234,242.5441176470587
2617.8823529411766,244.52205882352928
2632.970588235294,244.8823529411763
2647.676470588235,244.205882352941
2658.3529411764707,240.77941176470569
2668.6470588235293,236.27941176470566
2683.5,232.05882352941157
2699.794117647059,225.47794117647035
2711.823529411765,220.6397058823527
2722.4411764705883,217.9338235294115
2731.6470588235293,217.34558823529386
2747.764705882353,218.2867647058821
2757.6470588235293,219.52205882352916
2770.294117647059,223.35294117647032
2778.9117647058824,224.7058823529409
2788.5882352941176,226.89705882352916
2801.294117647059,225.44852941176444
2814.470588235294,221.1029411764703
2825.8529411764707,216.58088235294088
2831.970588235294,209.8602941176468
2842.764705882353,207.52205882352914
2851.764705882353,209.24999999999972
2859.9411764705883,213.65441176470557
2867.4117647058824,219.49264705882322
2876.176470588235,225.47794117647027
2884.6470588235293,229.04411764705853
2894.6176470588234,231.95588235294088
2903.4117647058824,230.99999999999972
2909.9117647058824,228.66176470588204
2919.5882352941176,226.61764705882322
2928.3529411764707,225.55882352941148
2936.264705882353,226.35294117647027
2946.3529411764707,231.551470588235
2953.529411764706,237.47794117647027
2963.5882352941176,239.66176470588204
2974.323529411765,241.61029411764676
2983.794117647059,242.71323529411737
2995.764705882353,244.33088235294088
3002.470588235294,249.74999999999966
3009.0,255.45588235294085
3016.9411764705883,258.7499999999997
3026.029411764706,256.4485294117644
3037.4411764705883,249.36764705882322
3048.5,252.93382352941143
3058.764705882353,252.0955882352938
3068.264705882353,253.50735294117612
3080.5588235294117,257.60294117647027
3095.205882352941,256.5073529411761
