training_step,reward
155.36322360953463,50.85925085130533
469.1049317943337,120.49108079748164
771.1374795417348,130.21440261865794
1100.375533428165,146.57183499288763
1396.982689747004,159.4380825565912
1723.991935483871,167.04516129032257
2032.2565157750344,165.0576131687243
2359.01269393512,164.74188998589563
2655.43842364532,195.76847290640393
2968.1573816155988,217.0807799442897
3286.092352092352,221.53823953823954
3588.5606936416184,201.79624277456648
3908.8578125,224.996875
4220.758369723435,235.49636098981077
4539.632377740303,252.1602023608769
4828.569176882662,242.9894921190893
5167.915343915344,256.8095238095238
5474.541353383459,263.4526315789474
5786.100154083205,260.86286594761174
6088.109907120743,271.55727554179566
6417.29512195122,277.27073170731705
6702.142642642642,273.85435435435437
7035.504504504504,288.23423423423424
7343.764065335753,279.57350272232304
7654.065,294.93
7970.605042016807,297.8781512605042
8283.127413127413,303.14929214929214
8582.935185185184,336.74845679012344
8918.091176470589,339.8794117647059
9223.656167979003,336.98556430446195
9527.949431099874,334.2667509481669
9847.370712401056,343.6292875989446
