training_step,reward
156.36741973840665,15.677764565992865
462.2534161490683,41.32670807453416
773.1219195849546,44.26070038910506
1098.3034013605443,45.57551020408163
1414.142857142857,54.276785714285715
1718.7061503416855,63.64009111617312
2011.7369323050557,85.43873179091688
2346.816019032514,101.94448850118953
2648.9665991902834,114.26113360323886
2976.368715083799,155.42011173184358
3272.476842105263,141.00526315789475
3592.0063559322034,158.43326271186442
3902.5871848739494,167.5388655462185
4214.911816578483,191.26455026455025
4538.718609865471,212.55605381165918
4845.301075268817,210.65298142717498
5158.139553429027,231.37240829346092
5467.411167512691,225.7648054145516
5779.100775193799,256.7763012181617
6101.829145728643,249.7788944723618
6403.249074074074,240.30092592592592
6718.324016563147,273.7060041407868
7030.109604519774,274.1423728813559
7340.7648202138,255.84839650145773
7652.940202391905,272.7028518859246
7969.836673346694,271.7745490981964
8272.235239852398,271.0581180811808
8590.69387755102,269.1885325558795
8907.831990794017,276.34177215189874
9219.385272145144,290.9733191035219
9534.107462686567,289.56716417910445
9835.810650887574,271.1558185404339
